LAUS Code;State FIPS Code;County FIPS Code;County Name/State Abbreviation;Year;Labor Force;Employed;Unemployed;Unemployment Rate (%)
CN3102700000000;31;027;Cedar County, NE;2019;4,582;4,465;117;2.6
CN3102900000000;31;029;Chase County, NE;2019;2,303;2,251;52;2.3
CN3103100000000;31;031;Cherry County, NE;2019;3,411;3,328;83;2.4
CN3103300000000;31;033;Cheyenne County, NE;2019;4,443;4,279;164;3.7
CN3103500000000;31;035;Clay County, NE;2019;3,339;3,230;109;3.3
CN3103700000000;31;037;Colfax County, NE;2019;5,658;5,503;155;2.7
CN3103900000000;31;039;Cuming County, NE;2019;4,807;4,680;127;2.6
CN3104100000000;31;041;Custer County, NE;2019;6,494;6,337;157;2.4
CN3104300000000;31;043;Dakota County, NE;2019;10,880;10,450;430;4.0
CN3104500000000;31;045;Dawes County, NE;2019;5,052;4,905;147;2.9
CN3104700000000;31;047;Dawson County, NE;2019;13,249;12,845;404;3.0
CN3104900000000;31;049;Deuel County, NE;2019;968;938;30;3.1
CN3105100000000;31;051;Dixon County, NE;2019;3,032;2,937;95;3.1
CN3105300000000;31;053;Dodge County, NE;2019;19,900;19,309;591;3.0
CN3105500000000;31;055;Douglas County, NE;2019;303,880;293,730;10,150;3.3
CN3105700000000;31;057;Dundy County, NE;2019;1,168;1,138;30;2.6
CN3105900000000;31;059;Fillmore County, NE;2019;3,208;3,124;84;2.6
CN3106100000000;31;061;Franklin County, NE;2019;1,501;1,451;50;3.3
CN3106300000000;31;063;Frontier County, NE;2019;1,633;1,580;53;3.2
CN3106500000000;31;065;Furnas County, NE;2019;2,616;2,542;74;2.8
CN3106700000000;31;067;Gage County, NE;2019;11,162;10,759;403;3.6
CN3106900000000;31;069;Garden County, NE;2019;1,109;1,076;33;3.0
CN3107100000000;31;071;Garfield County, NE;2019;1,165;1,133;32;2.7
CN3107300000000;31;073;Gosper County, NE;2019;1,114;1,084;30;2.7
CN3107500000000;31;075;Grant County, NE;2019;415;404;11;2.7
CN3107700000000;31;077;Greeley County, NE;2019;1,241;1,203;38;3.1
CN3107900000000;31;079;Hall County, NE;2019;32,346;31,189;1,157;3.6
CN3108100000000;31;081;Hamilton County, NE;2019;4,873;4,723;150;3.1
CN3108300000000;31;083;Harlan County, NE;2019;1,802;1,751;51;2.8
CN3108500000000;31;085;Hayes County, NE;2019;626;609;17;2.7
CN3108700000000;31;087;Hitchcock County, NE;2019;1,275;1,232;43;3.4
CN3108900000000;31;089;Holt County, NE;2019;5,809;5,656;153;2.6
CN3109100000000;31;091;Hooker County, NE;2019;424;411;13;3.1
CN3109300000000;31;093;Howard County, NE;2019;3,413;3,291;122;3.6
CN3109500000000;31;095;Jefferson County, NE;2019;4,199;4,083;116;2.8
CN3109700000000;31;097;Johnson County, NE;2019;2,088;2,015;73;3.5
CN3109900000000;31;099;Kearney County, NE;2019;3,836;3,749;87;2.3
CN3110100000000;31;101;Keith County, NE;2019;4,670;4,516;154;3.3
CN3110300000000;31;103;Keya Paha County, NE;2019;595;579;16;2.7
CN3110500000000;31;105;Kimball County, NE;2019;2,054;1,991;63;3.1
CN3110700000000;31;107;Knox County, NE;2019;4,667;4,525;142;3.0
CN3110900000000;31;109;Lancaster County, NE;2019;179,733;174,657;5,076;2.8
CN3111100000000;31;111;Lincoln County, NE;2019;18,566;17,915;651;3.5
CN3111300000000;31;113;Logan County, NE;2019;478;464;14;2.9
CN3111500000000;31;115;Loup County, NE;2019;421;404;17;4.0
CN3111700000000;31;117;McPherson County, NE;2019;452;440;12;2.7
CN3111900000000;31;119;Madison County, NE;2019;20,090;19,520;570;2.8
CN3112100000000;31;121;Merrick County, NE;2019;4,095;3,961;134;3.3
CN3112300000000;31;123;Morrill County, NE;2019;2,639;2,562;77;2.9
CN3112500000000;31;125;Nance County, NE;2019;2,010;1,948;62;3.1
CN3112700000000;31;127;Nemaha County, NE;2019;3,673;3,537;136;3.7
CN3112900000000;31;129;Nuckolls County, NE;2019;2,427;2,360;67;2.8
CN3113100000000;31;131;Otoe County, NE;2019;8,525;8,249;276;3.2
CN3113300000000;31;133;Pawnee County, NE;2019;1,495;1,452;43;2.9
CN3113500000000;31;135;Perkins County, NE;2019;1,842;1,800;42;2.3
CN3113700000000;31;137;Phelps County, NE;2019;5,040;4,905;135;2.7
CN3113900000000;31;139;Pierce County, NE;2019;4,154;4,041;113;2.7
CN3114100000000;31;141;Platte County, NE;2019;17,924;17,390;534;3.0
CN3114300000000;31;143;Polk County, NE;2019;2,960;2,876;84;2.8
CN3114500000000;31;145;Red Willow County, NE;2019;5,929;5,766;163;2.7
CN3114700000000;31;147;Richardson County, NE;2019;4,298;4,159;139;3.2
CN3114900000000;31;149;Rock County, NE;2019;882;855;27;3.1
CN3115100000000;31;151;Saline County, NE;2019;7,486;7,238;248;3.3
CN3115300000000;31;153;Sarpy County, NE;2019;98,632;95,723;2,909;2.9
CN3115500000000;31;155;Saunders County, NE;2019;11,393;11,069;324;2.8
CN3115700000000;31;157;Scotts Bluff County, NE;2019;18,505;17,811;694;3.8
CN3115900000000;31;159;Seward County, NE;2019;8,999;8,729;270;3.0
CN3116100000000;31;161;Sheridan County, NE;2019;2,712;2,636;76;2.8
CN3116300000000;31;163;Sherman County, NE;2019;1,698;1,642;56;3.3
CN3116500000000;31;165;Sioux County, NE;2019;752;731;21;2.8
CN3116700000000;31;167;Stanton County, NE;2019;3,556;3,463;93;2.6
CN3116900000000;31;169;Thayer County, NE;2019;2,819;2,744;75;2.7
CN3117100000000;31;171;Thomas County, NE;2019;432;416;16;3.7
CN3117300000000;31;173;Thurston County, NE;2019;3,089;2,946;143;4.6
CN3117500000000;31;175;Valley County, NE;2019;2,158;2,087;71;3.3
CN3117700000000;31;177;Washington County, NE;2019;11,386;11,049;337;3.0
CN3117900000000;31;179;Wayne County, NE;2019;5,841;5,685;156;2.7
CN3118100000000;31;181;Webster County, NE;2019;1,693;1,634;59;3.5
CN3118300000000;31;183;Wheeler County, NE;2019;575;559;16;2.8
CN3118500000000;31;185;York County, NE;2019;7,394;7,195;199;2.7
CN3200100000000;32;001;Churchill County, NV;2019;11,088;10,672;416;3.8
CN3200300000000;32;003;Clark County, NV;2019;1,134,086;1,085,167;48,919;4.3
CN3200500000000;32;005;Douglas County, NV;2019;23,268;22,302;966;4.2
CN3200700000000;32;007;Elko County, NV;2019;27,373;26,514;859;3.1
CN3200900000000;32;009;Esmeralda County, NV;2019;462;444;18;3.9
CN3201100000000;32;011;Eureka County, NV;2019;1,100;1,073;27;2.5
CN3201300000000;32;013;Humboldt County, NV;2019;8,352;8,096;256;3.1
CN3201500000000;32;015;Lander County, NV;2019;3,242;3,134;108;3.3
CN3201700000000;32;017;Lincoln County, NV;2019;2,140;2,052;88;4.1
CN3201900000000;32;019;Lyon County, NV;2019;23,266;22,088;1,178;5.1
CN3202100000000;32;021;Mineral County, NV;2019;2,092;2,006;86;4.1
CN3202300000000;32;023;Nye County, NV;2019;17,349;16,405;944;5.4
CN3202700000000;32;027;Pershing County, NV;2019;2,615;2,506;109;4.2
CN3202900000000;32;029;Storey County, NV;2019;2,058;1,977;81;3.9
CN3203100000000;32;031;Washoe County, NV;2019;255,707;246,930;8,777;3.4
CN3203300000000;32;033;White Pine County, NV;2019;4,680;4,534;146;3.1
CN3251000000000;32;510;Carson City, NV;2019;26,241;25,146;1,095;4.2
CN3300100000000;33;001;Belknap County, NH;2019;31,774;30,965;809;2.5
CN3300300000000;33;003;Carroll County, NH;2019;24,145;23,527;618;2.6
CN3300500000000;33;005;Cheshire County, NH;2019;40,967;39,890;1,077;2.6
CN3300700000000;33;007;Coos County, NH;2019;14,811;14,336;475;3.2
CN3300900000000;33;009;Grafton County, NH;2019;49,906;48,792;1,114;2.2
CN3301100000000;33;011;Hillsborough County, NH;2019;244,366;237,894;6,472;2.6
CN3301300000000;33;013;Merrimack County, NH;2019;84,350;82,429;1,921;2.3
CN3301500000000;33;015;Rockingham County, NH;2019;189,844;184,641;5,203;2.7
CN3301700000000;33;017;Strafford County, NH;2019;74,991;73,213;1,778;2.4
CN3301900000000;33;019;Sullivan County, NH;2019;23,316;22,777;539;2.3
CN3400100000000;34;001;Atlantic County, NJ;2019;125,898;119,694;6,204;4.9
CN3400300000000;34;003;Bergen County, NJ;2019;502,865;488,609;14,256;2.8
CN3400500000000;34;005;Burlington County, NJ;2019;240,127;232,445;7,682;3.2
CN3400700000000;34;007;Camden County, NJ;2019;263,172;252,749;10,423;4.0
CN3400900000000;34;009;Cape May County, NJ;2019;47,698;44,354;3,344;7.0
CN3401100000000;34;011;Cumberland County, NJ;2019;67,751;64,129;3,622;5.3
CN3401300000000;34;013;Essex County, NJ;2019;386,125;369,380;16,745;4.3
CN3401500000000;34;015;Gloucester County, NJ;2019;156,044;150,439;5,605;3.6
CN3401700000000;34;017;Hudson County, NJ;2019;376,568;364,570;11,998;3.2
CN3401900000000;34;019;Hunterdon County, NJ;2019;67,454;65,659;1,795;2.7
CN3402100000000;34;021;Mercer County, NJ;2019;211,375;204,866;6,509;3.1
CN3402300000000;34;023;Middlesex County, NJ;2019;456,254;442,397;13,857;3.0
CN3402500000000;34;025;Monmouth County, NJ;2019;341,968;331,394;10,574;3.1
CN3402700000000;34;027;Morris County, NJ;2019;267,830;260,529;7,301;2.7
CN3402900000000;34;029;Ocean County, NJ;2019;289,852;279,519;10,333;3.6
CN3403100000000;34;031;Passaic County, NJ;2019;253,096;242,465;10,631;4.2
CN3403300000000;34;033;Salem County, NJ;2019;30,482;29,049;1,433;4.7
CN3403500000000;34;035;Somerset County, NJ;2019;178,476;173,271;5,205;2.9
CN3403700000000;34;037;Sussex County, NJ;2019;77,369;74,788;2,581;3.3
CN3403900000000;34;039;Union County, NJ;2019;288,833;278,482;10,351;3.6
CN3404100000000;34;041;Warren County, NJ;2019;58,154;56,256;1,898;3.3
CN3500100000000;35;001;Bernalillo County, NM;2019;334,102;318,966;15,136;4.5
CN3500300000000;35;003;Catron County, NM;2019;1,138;1,065;73;6.4
CN3500500000000;35;005;Chaves County, NM;2019;27,368;26,013;1,355;5.0
CN3500600000000;35;006;Cibola County, NM;2019;9,005;8,431;574;6.4
CN3500700000000;35;007;Colfax County, NM;2019;5,513;5,252;261;4.7
CN3500900000000;35;009;Curry County, NM;2019;21,688;20,778;910;4.2
CN3501100000000;35;011;De Baca County, NM;2019;791;757;34;4.3
CN3501300000000;35;013;Dona Ana County, NM;2019;98,120;92,439;5,681;5.8
CN3501500000000;35;015;Eddy County, NM;2019;34,552;33,463;1,089;3.2
CN3501700000000;35;017;Grant County, NM;2019;12,232;11,638;594;4.9
CN3501900000000;35;019;Guadalupe County, NM;2019;1,568;1,484;84;5.4
CN3502100000000;35;021;Harding County, NM;2019;268;256;12;4.5
CN3502300000000;35;023;Hidalgo County, NM;2019;2,089;1,999;90;4.3
CN3502500000000;35;025;Lea County, NM;2019;31,293;30,022;1,271;4.1
CN3502700000000;35;027;Lincoln County, NM;2019;9,018;8,596;422;4.7
CN3502800000000;35;028;Los Alamos County, NM;2019;9,577;9,266;311;3.2
CN3502900000000;35;029;Luna County, NM;2019;10,386;9,104;1,282;12.3
CN3503100000000;35;031;McKinley County, NM;2019;24,242;22,517;1,725;7.1
CN3503300000000;35;033;Mora County, NM;2019;2,221;2,085;136;6.1
CN3503500000000;35;035;Otero County, NM;2019;24,933;23,676;1,257;5.0
CN3503700000000;35;037;Quay County, NM;2019;3,221;3,050;171;5.3
CN3503900000000;35;039;Rio Arriba County, NM;2019;16,781;15,880;901;5.4
CN3504100000000;35;041;Roosevelt County, NM;2019;7,871;7,513;358;4.5
CN3504300000000;35;043;Sandoval County, NM;2019;67,180;63,885;3,295;4.9
CN3504500000000;35;045;San Juan County, NM;2019;52,051;49,032;3,019;5.8
CN3504700000000;35;047;San Miguel County, NM;2019;10,794;10,160;634;5.9
CN3504900000000;35;049;Santa Fe County, NM;2019;73,867;70,835;3,032;4.1
CN3505100000000;35;051;Sierra County, NM;2019;3,924;3,658;266;6.8
CN3505300000000;35;053;Socorro County, NM;2019;6,461;6,079;382;5.9
CN3505500000000;35;055;Taos County, NM;2019;15,228;14,298;930;6.1
CN3505700000000;35;057;Torrance County, NM;2019;5,660;5,271;389;6.9
CN3505900000000;35;059;Union County, NM;2019;1,859;1,794;65;3.5
CN3506100000000;35;061;Valencia County, NM;2019;30,801;29,137;1,664;5.4
CN3600100000000;36;001;Albany County, NY;2019;161,313;155,698;5,615;3.5
CN3600300000000;36;003;Allegany County, NY;2019;19,727;18,690;1,037;5.3
CN3600500000000;36;005;Bronx County, NY;2019;624,320;590,695;33,625;5.4
CN3600700000000;36;007;Broome County, NY;2019;85,500;81,634;3,866;4.5
CN3600900000000;36;009;Cattaraugus County, NY;2019;34,537;32,867;1,670;4.8
CN3601100000000;36;011;Cayuga County, NY;2019;36,752;35,250;1,502;4.1
CN3601300000000;36;013;Chautauqua County, NY;2019;55,569;53,064;2,505;4.5
CN3601500000000;36;015;Chemung County, NY;2019;36,039;34,601;1,438;4.0
CN3601700000000;36;017;Chenango County, NY;2019;22,457;21,501;956;4.3
CN3601900000000;36;019;Clinton County, NY;2019;37,085;35,535;1,550;4.2
CN3602100000000;36;021;Columbia County, NY;2019;31,915;30,936;979;3.1
CN3602300000000;36;023;Cortland County, NY;2019;23,478;22,382;1,096;4.7
CN3602500000000;36;025;Delaware County, NY;2019;19,474;18,597;877;4.5
CN3602700000000;36;027;Dutchess County, NY;2019;148,412;143,299;5,113;3.4
CN3602900000000;36;029;Erie County, NY;2019;453,220;434,801;18,419;4.1
CN3603100000000;36;031;Essex County, NY;2019;17,415;16,631;784;4.5
CN3603300000000;36;033;Franklin County, NY;2019;19,983;19,038;945;4.7
CN3603500000000;36;035;Fulton County, NY;2019;23,096;21,984;1,112;4.8
CN3603700000000;36;037;Genesee County, NY;2019;30,463;29,321;1,142;3.7
CN3603900000000;36;039;Greene County, NY;2019;20,729;19,842;887;4.3
CN3604100000000;36;041;Hamilton County, NY;2019;2,269;2,140;129;5.7
CN3604300000000;36;043;Herkimer County, NY;2019;28,597;27,255;1,342;4.7
CN3604500000000;36;045;Jefferson County, NY;2019;44,967;42,569;2,398;5.3
CN3604700000000;36;047;Kings County, NY;2019;1,252,429;1,201,380;51,049;4.1
CN3604900000000;36;049;Lewis County, NY;2019;11,864;11,235;629;5.3
CN3605100000000;36;051;Livingston County, NY;2019;31,445;30,168;1,277;4.1
CN3605300000000;36;053;Madison County, NY;2019;33,688;32,242;1,446;4.3
CN3605500000000;36;055;Monroe County, NY;2019;371,110;356,345;14,765;4.0
CN3605700000000;36;057;Montgomery County, NY;2019;22,809;21,699;1,110;4.9
CN3605900000000;36;059;Nassau County, NY;2019;728,209;704,360;23,849;3.3
CN3606100000000;36;061;New York County, NY;2019;961,332;927,632;33,700;3.5
CN3606300000000;36;063;Niagara County, NY;2019;100,983;96,199;4,784;4.7
CN3606500000000;36;065;Oneida County, NY;2019;104,064;99,814;4,250;4.1
CN3606700000000;36;067;Onondaga County, NY;2019;225,673;217,179;8,494;3.8
CN3606900000000;36;069;Ontario County, NY;2019;56,891;54,782;2,109;3.7
CN3607100000000;36;071;Orange County, NY;2019;191,787;184,851;6,936;3.6
CN3607300000000;36;073;Orleans County, NY;2019;17,951;17,139;812;4.5
CN3607500000000;36;075;Oswego County, NY;2019;53,954;51,144;2,810;5.2
CN3607700000000;36;077;Otsego County, NY;2019;28,603;27,441;1,162;4.1
CN3607900000000;36;079;Putnam County, NY;2019;52,393;50,539;1,854;3.5
CN3608100000000;36;081;Queens County, NY;2019;1,188,532;1,147,234;41,298;3.5
CN3608300000000;36;083;Rensselaer County, NY;2019;83,139;80,143;2,996;3.6
CN3608500000000;36;085;Richmond County, NY;2019;234,427;225,383;9,044;3.9
CN3608700000000;36;087;Rockland County, NY;2019;159,786;154,351;5,435;3.4
CN3608900000000;36;089;St. Lawrence County, NY;2019;44,147;41,795;2,352;5.3
CN3609100000000;36;091;Saratoga County, NY;2019;122,353;118,403;3,950;3.2
CN3609300000000;36;093;Schenectady County, NY;2019;78,276;75,405;2,871;3.7
CN3609500000000;36;095;Schoharie County, NY;2019;15,022;14,354;668;4.4
CN3609700000000;36;097;Schuyler County, NY;2019;8,266;7,900;366;4.4
CN3609900000000;36;099;Seneca County, NY;2019;16,349;15,749;600;3.7
CN3610100000000;36;101;Steuben County, NY;2019;43,555;41,650;1,905;4.4
CN3610300000000;36;103;Suffolk County, NY;2019;798,673;770,418;28,255;3.5
CN3610500000000;36;105;Sullivan County, NY;2019;37,509;36,090;1,419;3.8
CN3610700000000;36;107;Tioga County, NY;2019;23,227;22,305;922;4.0
CN3610900000000;36;109;Tompkins County, NY;2019;50,507;48,748;1,759;3.5
CN3611100000000;36;111;Ulster County, NY;2019;89,972;86,737;3,235;3.6
CN3611300000000;36;113;Warren County, NY;2019;31,955;30,554;1,401;4.4
CN3611500000000;36;115;Washington County, NY;2019;28,569;27,458;1,111;3.9
CN3611700000000;36;117;Wayne County, NY;2019;45,006;43,277;1,729;3.8
CN3611900000000;36;119;Westchester County, NY;2019;498,356;480,448;17,908;3.6
CN3612100000000;36;121;Wyoming County, NY;2019;18,550;17,772;778;4.2
CN3612300000000;36;123;Yates County, NY;2019;12,227;11,791;436;3.6
CN3700100000000;37;001;Alamance County, NC;2019;81,735;78,631;3,104;3.8
CN3700300000000;37;003;Alexander County, NC;2019;17,816;17,229;587;3.3
CN3700500000000;37;005;Alleghany County, NC;2019;4,352;4,148;204;4.7
CN3700700000000;37;007;Anson County, NC;2019;10,629;10,191;438;4.1
CN3700900000000;37;009;Ashe County, NC;2019;12,762;12,295;467;3.7
CN3701100000000;37;011;Avery County, NC;2019;7,462;7,188;274;3.7
CN3701300000000;37;013;Beaufort County, NC;2019;19,390;18,510;880;4.5
CN3701500000000;37;015;Bertie County, NC;2019;7,745;7,380;365;4.7
CN3701700000000;37;017;Bladen County, NC;2019;14,444;13,764;680;4.7
CN3701900000000;37;019;Brunswick County, NC;2019;54,172;51,344;2,828;5.2
CN3702100000000;37;021;Buncombe County, NC;2019;139,544;135,372;4,172;3.0
CN3702300000000;37;023;Burke County, NC;2019;40,434;38,935;1,499;3.7
CN3702500000000;37;025;Cabarrus County, NC;2019;109,037;105,143;3,894;3.6
CN3702700000000;37;027;Caldwell County, NC;2019;36,088;34,637;1,451;4.0
CN3702900000000;37;029;Camden County, NC;2019;4,668;4,491;177;3.8
CN3703100000000;37;031;Carteret County, NC;2019;31,828;30,523;1,305;4.1
CN3703300000000;37;033;Caswell County, NC;2019;9,778;9,344;434;4.4
CN3703500000000;37;035;Catawba County, NC;2019;78,187;75,392;2,795;3.6
CN3703700000000;37;037;Chatham County, NC;2019;35,910;34,705;1,205;3.4
CN3703900000000;37;039;Cherokee County, NC;2019;11,126;10,632;494;4.4
CN3704100000000;37;041;Chowan County, NC;2019;5,501;5,249;252;4.6
CN3704300000000;37;043;Clay County, NC;2019;4,116;3,931;185;4.5
CN3704500000000;37;045;Cleveland County, NC;2019;48,250;46,354;1,896;3.9
CN3704700000000;37;047;Columbus County, NC;2019;22,590;21,482;1,108;4.9
CN3704900000000;37;049;Craven County, NC;2019;41,305;39,643;1,662;4.0
CN3705100000000;37;051;Cumberland County, NC;2019;126,908;120,468;6,440;5.1
CN3705300000000;37;053;Currituck County, NC;2019;14,208;13,705;503;3.5
CN3705500000000;37;055;Dare County, NC;2019;19,909;18,975;934;4.7
CN3705700000000;37;057;Davidson County, NC;2019;80,403;77,466;2,937;3.7
CN3705900000000;37;059;Davie County, NC;2019;20,460;19,769;691;3.4
CN3706100000000;37;061;Duplin County, NC;2019;25,172;24,169;1,003;4.0
CN3706300000000;37;063;Durham County, NC;2019;171,913;166,084;5,829;3.4
CN3706500000000;37;065;Edgecombe County, NC;2019;20,781;19,556;1,225;5.9
CN3706700000000;37;067;Forsyth County, NC;2019;187,139;180,181;6,958;3.7
CN3706900000000;37;069;Franklin County, NC;2019;31,272;30,011;1,261;4.0
CN3707100000000;37;071;Gaston County, NC;2019;109,251;105,013;4,238;3.9
CN3707300000000;37;073;Gates County, NC;2019;5,258;5,048;210;4.0
CN3707500000000;37;075;Graham County, NC;2019;3,208;3,036;172;5.4
CN3707700000000;37;077;Granville County, NC;2019;29,962;28,959;1,003;3.3
CN3707900000000;37;079;Greene County, NC;2019;9,505;9,154;351;3.7
CN3708100000000;37;081;Guilford County, NC;2019;260,758;250,107;10,651;4.1
CN3708300000000;37;083;Halifax County, NC;2019;20,243;19,104;1,139;5.6
CN3708500000000;37;085;Harnett County, NC;2019;52,940;50,513;2,427;4.6
CN3708700000000;37;087;Haywood County, NC;2019;29,690;28,686;1,004;3.4
CN3708900000000;37;089;Henderson County, NC;2019;54,620;52,824;1,796;3.3
CN3709100000000;37;091;Hertford County, NC;2019;9,136;8,671;465;5.1
CN3709300000000;37;093;Hoke County, NC;2019;19,980;18,997;983;4.9
CN3709500000000;37;095;Hyde County, NC;2019;1,907;1,744;163;8.5
CN3709700000000;37;097;Iredell County, NC;2019;89,024;85,812;3,212;3.6
CN3709900000000;37;099;Jackson County, NC;2019;19,784;18,966;818;4.1
CN3710100000000;37;101;Johnston County, NC;2019;99,179;95,555;3,624;3.7
CN3710300000000;37;103;Jones County, NC;2019;4,279;4,113;166;3.9
CN3710500000000;37;105;Lee County, NC;2019;25,944;24,792;1,152;4.4
CN3710700000000;37;107;Lenoir County, NC;2019;27,768;26,729;1,039;3.7
CN3710900000000;37;109;Lincoln County, NC;2019;43,632;42,098;1,534;3.5
CN3711100000000;37;111;McDowell County, NC;2019;20,721;19,936;785;3.8
CN3711300000000;37;113;Macon County, NC;2019;15,518;14,916;602;3.9
CN3711500000000;37;115;Madison County, NC;2019;10,021;9,658;363;3.6
CN3711700000000;37;117;Martin County, NC;2019;8,984;8,539;445;5.0
CN3711900000000;37;119;Mecklenburg County, NC;2019;616,160;593,669;22,491;3.7
CN3712100000000;37;121;Mitchell County, NC;2019;6,014;5,742;272;4.5
CN3712300000000;37;123;Montgomery County, NC;2019;11,481;11,030;451;3.9
CN3712500000000;37;125;Moore County, NC;2019;41,787;40,184;1,603;3.8
CN3712700000000;37;127;Nash County, NC;2019;42,813;40,766;2,047;4.8
CN3712900000000;37;129;New Hanover County, NC;2019;121,861;117,477;4,384;3.6
CN3713100000000;37;131;Northampton County, NC;2019;7,697;7,306;391;5.1
CN3713300000000;37;133;Onslow County, NC;2019;64,002;61,068;2,934;4.6
CN3713500000000;37;135;Orange County, NC;2019;79,362;76,723;2,639;3.3
CN3713700000000;37;137;Pamlico County, NC;2019;5,345;5,145;200;3.7
CN3713900000000;37;139;Pasquotank County, NC;2019;16,662;15,901;761;4.6
CN3714100000000;37;141;Pender County, NC;2019;28,534;27,406;1,128;4.0
CN3714300000000;37;143;Perquimans County, NC;2019;4,935;4,692;243;4.9
CN3714500000000;37;145;Person County, NC;2019;18,241;17,479;762;4.2
CN3714700000000;37;147;Pitt County, NC;2019;88,875;85,136;3,739;4.2
CN3714900000000;37;149;Polk County, NC;2019;9,032;8,695;337;3.7
CN3715100000000;37;151;Randolph County, NC;2019;65,531;63,065;2,466;3.8
CN3715300000000;37;153;Richmond County, NC;2019;16,540;15,684;856;5.2
CN3715500000000;37;155;Robeson County, NC;2019;49,882;47,242;2,640;5.3
CN3715700000000;37;157;Rockingham County, NC;2019;39,745;38,006;1,739;4.4
CN3715900000000;37;159;Rowan County, NC;2019;65,045;62,422;2,623;4.0
CN3716100000000;37;161;Rutherford County, NC;2019;25,067;23,852;1,215;4.8
CN3716300000000;37;163;Sampson County, NC;2019;29,179;28,081;1,098;3.8
CN3716500000000;37;165;Scotland County, NC;2019;11,414;10,669;745;6.5
CN3716700000000;37;167;Stanly County, NC;2019;30,107;29,000;1,107;3.7
CN3716900000000;37;169;Stokes County, NC;2019;21,504;20,737;767;3.6
CN3717100000000;37;171;Surry County, NC;2019;33,714;32,498;1,216;3.6
CN3717300000000;37;173;Swain County, NC;2019;6,982;6,707;275;3.9
CN3717500000000;37;175;Transylvania County, NC;2019;14,576;14,040;536;3.7
CN3717700000000;37;177;Tyrrell County, NC;2019;1,412;1,328;84;5.9
CN3717900000000;37;179;Union County, NC;2019;122,976;118,696;4,280;3.5
CN3718100000000;37;181;Vance County, NC;2019;17,243;16,257;986;5.7
CN3718300000000;37;183;Wake County, NC;2019;587,276;567,335;19,941;3.4
CN3718500000000;37;185;Warren County, NC;2019;6,522;6,154;368;5.6
CN3718700000000;37;187;Washington County, NC;2019;4,435;4,181;254;5.7
CN3718900000000;37;189;Watauga County, NC;2019;29,249;28,240;1,009;3.4
CN3719100000000;37;191;Wayne County, NC;2019;51,489;49,384;2,105;4.1
CN3719300000000;37;193;Wilkes County, NC;2019;29,121;27,960;1,161;4.0
CN3719500000000;37;195;Wilson County, NC;2019;34,716;32,736;1,980;5.7
CN3719700000000;37;197;Yadkin County, NC;2019;17,583;16,981;602;3.4
CN3719900000000;37;199;Yancey County, NC;2019;8,371;8,060;311;3.7
CN3800100000000;38;001;Adams County, ND;2019;1,058;1,038;20;1.9
CN3800300000000;38;003;Barnes County, ND;2019;5,254;5,108;146;2.8
CN3800500000000;38;005;Benson County, ND;2019;2,319;2,230;89;3.8
CN3800700000000;38;007;Billings County, ND;2019;445;435;10;2.2
CN3800900000000;38;009;Bottineau County, ND;2019;2,996;2,905;91;3.0
CN3801100000000;38;011;Bowman County, ND;2019;1,737;1,711;26;1.5
CN3801300000000;38;013;Burke County, ND;2019;1,080;1,057;23;2.1
CN3801500000000;38;015;Burleigh County, ND;2019;50,461;49,350;1,111;2.2
CN3801700000000;38;017;Cass County, ND;2019;105,138;103,188;1,950;1.9
CN3801900000000;38;019;Cavalier County, ND;2019;1,914;1,866;48;2.5
CN3802100000000;38;021;Dickey County, ND;2019;2,338;2,298;40;1.7
CN3802300000000;38;023;Divide County, ND;2019;1,476;1,457;19;1.3
CN3802500000000;38;025;Dunn County, ND;2019;3,268;3,220;48;1.5
CN3802700000000;38;027;Eddy County, ND;2019;1,234;1,185;49;4.0
CN3802900000000;38;029;Emmons County, ND;2019;1,453;1,398;55;3.8
CN3803100000000;38;031;Foster County, ND;2019;1,535;1,496;39;2.5
CN3803300000000;38;033;Golden Valley County, ND;2019;851;837;14;1.6
CN3803500000000;38;035;Grand Forks County, ND;2019;37,964;37,250;714;1.9
CN3803700000000;38;037;Grant County, ND;2019;1,197;1,172;25;2.1
CN3803900000000;38;039;Griggs County, ND;2019;1,039;1,016;23;2.2
CN3804100000000;38;041;Hettinger County, ND;2019;1,399;1,375;24;1.7
CN3804300000000;38;043;Kidder County, ND;2019;1,283;1,236;47;3.7
CN3804500000000;38;045;LaMoure County, ND;2019;2,086;2,046;40;1.9
CN3804700000000;38;047;Logan County, ND;2019;872;854;18;2.1
CN3804900000000;38;049;McHenry County, ND;2019;3,104;3,004;100;3.2
CN3805100000000;38;051;McIntosh County, ND;2019;1,119;1,088;31;2.8
CN3805300000000;38;053;McKenzie County, ND;2019;10,592;10,436;156;1.5
CN3805500000000;38;055;McLean County, ND;2019;4,772;4,634;138;2.9
CN3805700000000;38;057;Mercer County, ND;2019;3,674;3,536;138;3.8
CN3805900000000;38;059;Morton County, ND;2019;16,678;16,227;451;2.7
CN3806100000000;38;061;Mountrail County, ND;2019;7,512;7,417;95;1.3
CN3806300000000;38;063;Nelson County, ND;2019;1,405;1,365;40;2.8
CN3806500000000;38;065;Oliver County, ND;2019;882;852;30;3.4
CN3806700000000;38;067;Pembina County, ND;2019;3,370;3,265;105;3.1
CN3806900000000;38;069;Pierce County, ND;2019;1,738;1,687;51;2.9
CN3807100000000;38;071;Ramsey County, ND;2019;5,720;5,567;153;2.7
